,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
37254,1005256,P00315642,M,26-35,16,B,4+,1,8,13.0,,10004
37255,1005520,P00332242,M,46-50,1,C,0,1,1,16.0,,19091
37256,1004139,P00007542,M,55+,14,B,1,1,15,16.0,,20931
37257,1004607,P00356942,M,26-35,0,B,4+,0,8,17.0,,10017
37258,1000412,P00271442,M,36-45,15,A,1,1,18,,,3118
37260,1005971,P00127842,M,36-45,7,C,1,0,1,2.0,15.0,15234
37263,1004561,P00278542,F,26-35,9,C,2,1,8,,,9778
37264,1004726,P00072742,F,36-45,16,C,2,1,8,14.0,,7790
37265,1006025,P00053842,F,26-35,1,B,1,0,4,5.0,12.0,2743
37266,1001203,P00024742,F,26-35,1,A,3,0,8,11.0,,7890
37268,1005207,P00319142,M,26-35,0,A,3,1,5,14.0,,5243
37270,1004721,P00139542,M,36-45,11,B,0,0,5,,,5447
37272,1004790,P00248142,F,26-35,2,A,4+,1,5,,,6886
37273,1004183,P00194642,M,26-35,1,B,4+,0,1,6.0,13.0,7582
37274,1000899,P00266442,F,26-35,1,B,3,1,5,,,5360
37275,1001613,P00014042,M,18-25,20,A,1,0,1,,,15709
37276,1005450,P00173042,M,18-25,12,A,1,0,13,15.0,16.0,775
37277,1002489,P00102142,F,36-45,9,B,1,0,13,16.0,,584
37278,1001883,P00271942,F,51-55,0,B,1,1,5,8.0,,7059
37280,1005682,P00155442,M,18-25,0,B,2,0,1,11.0,15.0,7827
37281,1003966,P00133742,M,26-35,0,C,2,1,5,14.0,,5361
37282,1004964,P00117742,M,36-45,0,A,1,1,8,,,7783
37283,1003610,P00116842,M,18-25,6,B,4+,0,2,5.0,8.0,9868
37284,1005990,P00214142,F,26-35,20,B,1,1,8,,,10052
37285,1003058,P00110742,M,18-25,12,C,0,0,1,2.0,8.0,11776
37286,1003087,P00178142,F,0-17,1,B,0,0,8,17.0,,7889
37288,1003500,P00196042,M,36-45,7,C,1,1,4,9.0,15.0,2856
37289,1000139,P00044442,F,26-35,20,C,2,0,1,16.0,,15688
37290,1000678,P00177742,M,26-35,0,A,0,1,8,,,9911
37291,1001465,P00154042,M,51-55,16,B,4+,1,1,2.0,15.0,7952
37293,1001815,P00053842,M,0-17,1,C,1,0,4,5.0,12.0,3434
37294,1003450,P0009842,M,26-35,5,B,3,0,8,16.0,,5994
37296,1003217,P00105342,F,36-45,0,A,0,0,1,2.0,15.0,15798
37297,1000247,P00315642,M,26-35,17,B,1,0,8,13.0,,9909
37298,1004579,P00112042,F,18-25,4,B,1,1,18,,,3074
37299,1003778,P00319042,M,26-35,0,B,4+,1,5,,,8719
37300,1001170,P00323642,M,55+,3,A,2,1,8,,,10017
37301,1003224,P00343542,F,26-35,14,A,3,1,8,11.0,,8039
37302,1001530,P00302942,M,26-35,4,A,1,1,8,,,4061
37303,1002570,P00148742,F,55+,14,C,0,1,8,17.0,,6031
37304,1004751,P00364142,M,51-55,15,C,1,0,8,,,5988
37306,1002030,P00178442,M,26-35,4,B,1,0,5,,,5439
37307,1000386,P00101842,M,26-35,0,A,1,1,6,16.0,,20615
37308,1000541,P00041342,F,18-25,4,C,3,0,11,15.0,16.0,1697
37309,1005002,P00260442,M,26-35,17,B,1,1,1,15.0,,11492
37310,1003985,P00361142,M,46-50,16,C,1,1,8,14.0,,6100
37311,1004796,P00058142,M,36-45,7,A,4+,1,3,4.0,12.0,13626
37312,1003178,P00065042,F,36-45,5,A,4+,0,5,15.0,,8767
37315,1001877,P00362042,F,46-50,20,B,2,1,5,7.0,,5143
37316,1004321,P00350342,M,46-50,7,C,3,1,1,6.0,,15875
37317,1003123,P00260442,M,26-35,2,B,3,0,1,15.0,,7651
37319,1005138,P00137242,M,26-35,17,B,0,0,5,,,3522
37320,1003285,P00092942,M,26-35,4,B,3,0,8,17.0,,5832
37321,1004624,P00130742,M,26-35,12,C,2,0,1,14.0,17.0,15266
37322,1001107,P00321942,F,51-55,1,C,1,1,5,,,5231
37323,1002517,P00372445,F,36-45,9,C,1,0,20,,,607
37324,1005960,P00221542,F,46-50,0,C,1,1,5,15.0,,6893
37325,1003345,P00113342,M,26-35,7,C,4+,0,1,8.0,17.0,15295
37326,1000889,P00317842,M,46-50,20,A,1,0,8,,,8037
37328,1001281,P00102342,M,26-35,19,C,1,0,8,14.0,17.0,7992
37329,1000496,P00145042,M,18-25,4,A,3,0,1,2.0,5.0,15344
37330,1005367,P00207942,M,18-25,4,A,1,0,6,8.0,,12168
37331,1000062,P00119342,F,36-45,3,A,1,0,10,13.0,,23792
37332,1000594,P00083842,F,55+,13,B,3,0,5,14.0,,8678
37333,1005506,P00337842,F,18-25,14,A,1,0,5,,,7105
37335,1003993,P00154642,M,26-35,0,B,2,0,8,,,5972
37336,1003074,P00169442,M,26-35,0,C,4+,1,8,,,9788
37337,1003128,P00361442,M,18-25,2,B,3,0,7,,,20274
37339,1004480,P00343542,M,26-35,0,B,1,0,8,11.0,,4072
37341,1000355,P00128942,M,18-25,3,B,2,0,1,11.0,,15503
37342,1001447,P00172842,M,18-25,4,A,0,0,3,4.0,,5348
37343,1004314,P00350342,M,26-35,17,C,3,0,1,6.0,,15386
37344,1000033,P00208742,M,46-50,3,A,1,1,1,6.0,16.0,12020
37345,1002444,P00191342,F,46-50,4,B,1,1,2,4.0,9.0,16245
37347,1005112,P00129542,M,36-45,13,B,1,0,8,14.0,,7819
37348,1004322,P00000142,F,51-55,6,B,1,0,3,4.0,5.0,10621
37349,1004543,P00204742,M,26-35,2,A,0,0,8,,,4246
37350,1001904,P00193542,M,18-25,1,B,4+,0,1,2.0,,15500
37351,1001266,P00348742,M,26-35,4,B,0,1,16,,,12413
37352,1000169,P00320442,M,26-35,7,B,3,0,6,10.0,,12072
37353,1004750,P00114142,F,26-35,0,A,2,0,8,,,10025
37357,1001333,P00208742,M,26-35,17,A,4+,0,1,6.0,16.0,15172
37358,1004083,P00135342,M,55+,14,A,0,0,5,,,1766
37360,1000919,P00249442,F,36-45,1,C,1,0,5,8.0,14.0,8814
37361,1003170,P00100842,M,26-35,0,C,4+,0,5,,,5269
37362,1001584,P00127642,M,26-35,19,B,4+,0,1,2.0,15.0,19468
37363,1004662,P00008742,F,18-25,4,B,1,1,5,,,5393
37364,1006010,P00274442,M,36-45,0,C,1,0,1,18.0,,15782
37365,1003208,P00019142,M,26-35,14,B,4+,0,11,15.0,,4505
37366,1005826,P00319042,M,18-25,4,A,2,1,5,,,7059
37367,1001335,P00282442,M,36-45,0,C,1,0,5,8.0,18.0,7029
37368,1001413,P00127842,M,18-25,3,B,1,1,1,2.0,15.0,11531
37369,1003978,P00181542,M,36-45,13,C,2,1,11,16.0,,4563
37370,1005053,P00042942,M,26-35,4,C,3,0,1,15.0,,15653
37371,1002810,P00157642,F,0-17,10,B,2,0,1,14.0,16.0,11755
37372,1005763,P00129642,F,26-35,1,A,1,1,5,,,8579
37373,1002796,P00157542,M,26-35,14,B,3,0,8,14.0,,6066
37374,1001434,P00219242,F,0-17,10,A,0,0,4,5.0,,766
37375,1000461,P00042242,M,51-55,7,B,0,0,5,15.0,,7194
37376,1000717,P00330342,M,26-35,11,C,0,0,5,11.0,16.0,3496
37377,1003391,P00315742,M,18-25,4,A,0,0,5,,,5216
37379,1003539,P00102642,F,26-35,4,A,1,1,4,8.0,9.0,3523
37380,1004786,P00268442,M,46-50,6,B,1,1,8,17.0,,9842
37382,1005837,P00256642,M,26-35,7,B,0,1,5,,,6893
37384,1004679,P00315942,M,55+,13,C,4+,1,1,2.0,,8033
37385,1000531,P00128042,F,18-25,14,B,0,0,1,5.0,18.0,15400
37386,1003778,P00344442,M,26-35,0,B,4+,1,5,8.0,14.0,5333
37387,1005046,P00331842,M,26-35,16,A,0,0,16,,,8478
37389,1001285,P00118542,M,36-45,4,A,0,1,5,8.0,,8675
37390,1000117,P00034442,M,26-35,17,A,2,1,1,14.0,16.0,15514
37391,1002794,P00121642,M,26-35,2,B,1,1,5,14.0,,7002
37392,1000712,P00124542,M,26-35,0,B,2,0,11,,,3126
37394,1002219,P00156342,M,26-35,6,C,3,0,5,,,3656
37395,1005387,P00343442,F,26-35,1,B,4+,1,12,,,1428
37397,1003786,P00131042,F,26-35,0,B,4+,0,8,,,9770
37401,1005277,P00181542,M,26-35,20,B,2,0,11,16.0,,4528
37402,1003562,P00178942,F,26-35,6,B,4+,0,5,8.0,,6911
37404,1002436,P00323942,M,26-35,7,B,2,0,8,15.0,,8045
37405,1005998,P00307342,M,18-25,4,B,4+,0,8,,,4145
37406,1001952,P00073742,M,36-45,1,B,1,1,8,14.0,,4241
37407,1005645,P00191142,M,26-35,2,B,3,0,4,15.0,,2162
37408,1001616,P00028042,M,26-35,0,C,0,1,1,16.0,,19019
37410,1000310,P00187342,F,18-25,4,C,1,0,4,5.0,15.0,1413
37412,1003075,P00054942,F,26-35,11,C,2,1,5,8.0,,6867
37413,1001741,P00350442,M,36-45,7,A,4+,1,2,3.0,15.0,13147
37414,1005788,P00063342,M,26-35,0,A,4+,0,1,2.0,9.0,8324
37415,1003654,P00006942,M,26-35,17,B,3,1,1,5.0,6.0,11881
37416,1003734,P00371644,M,18-25,4,C,1,0,20,,,495
37417,1001150,P00196542,F,26-35,20,A,1,0,5,8.0,14.0,5442
37418,1001317,P00233542,M,46-50,7,B,3,1,1,15.0,,19368
37419,1000563,P00123842,M,26-35,4,A,3,0,11,15.0,,4583
37420,1000912,P00333042,F,36-45,2,B,1,0,5,8.0,,7005
37421,1000830,P00046742,M,36-45,7,A,3,0,1,2.0,15.0,12035
37423,1001732,P00307542,M,18-25,4,C,1,1,1,15.0,,15335
37424,1003320,P00196842,M,26-35,1,B,1,1,5,11.0,,3430
37425,1002489,P00148642,F,36-45,9,B,1,0,6,10.0,13.0,16521
37426,1004271,P00331242,M,36-45,7,B,2,0,12,17.0,,1415
37427,1003292,P00336042,F,51-55,6,B,3,0,5,12.0,,8653
37428,1003592,P00049642,F,55+,2,B,2,1,8,14.0,,9741
37429,1003598,P00108342,M,55+,1,A,2,0,1,,,4378
37431,1003035,P00059442,F,26-35,7,C,2,1,6,8.0,16.0,20639
37432,1003815,P00255842,M,26-35,17,C,0,0,16,,,20530
37434,1003729,P00182642,M,18-25,4,A,2,0,2,4.0,9.0,12900
37436,1000569,P00037142,F,18-25,4,C,3,1,1,2.0,5.0,19094
37437,1003516,P00371644,M,18-25,4,C,0,0,20,,,249
37438,1002110,P00143642,M,51-55,11,C,3,0,1,2.0,6.0,11675
37439,1000216,P00170842,M,46-50,13,B,1,0,2,5.0,,6472
37440,1003945,P00047842,F,46-50,1,B,2,0,8,,,6038
37441,1002969,P00124642,M,26-35,7,C,4+,1,16,,,12102
37442,1005996,P00195442,F,26-35,0,B,1,1,5,,,5479
37444,1004213,P00285642,M,36-45,7,B,4+,0,2,5.0,15.0,13192
37445,1000108,P00108442,M,26-35,12,C,3,0,5,,,6961
37446,1003299,P00110142,F,26-35,4,B,2,0,7,,,20449
37447,1005500,P00028842,F,36-45,20,B,1,0,6,8.0,,12491
37448,1005014,P00342942,M,46-50,0,C,0,1,17,,,8113
37449,1000922,P00193542,M,55+,16,B,2,1,1,2.0,,15236
37450,1005641,P00210042,F,26-35,17,C,2,1,8,14.0,,4214
37451,1000829,P00052842,M,0-17,19,A,2,0,10,15.0,,18718
37452,1003200,P00059442,F,26-35,1,B,4+,0,6,8.0,16.0,16552
37453,1003994,P0095642,M,51-55,7,B,2,1,5,,,8749
37454,1005105,P00039142,M,51-55,7,C,1,1,7,,,12323
37456,1004591,P00290342,M,26-35,15,A,3,0,8,,,4185
37457,1000854,P00274342,F,26-35,16,B,1,0,2,8.0,14.0,6973
37458,1002765,P00274242,M,51-55,7,C,1,1,1,,,15635
37459,1000873,P00176442,M,55+,6,C,3,1,8,,,7772
37461,1000583,P00189842,F,26-35,0,A,4+,0,3,4.0,5.0,13647
37463,1002389,P00214442,M,26-35,16,A,0,1,8,,,7943
37464,1003970,P00021142,F,26-35,2,C,2,1,5,,,6994
37465,1000033,P00288742,M,46-50,3,A,1,1,16,,,16164
37466,1002929,P00113142,M,18-25,2,A,4+,0,1,5.0,12.0,15704
37467,1001220,P00073842,M,0-17,10,A,3,0,1,15.0,17.0,15326
37468,1003312,P00119442,F,18-25,4,A,3,0,5,,,7097
37469,1005312,P00125042,M,26-35,1,A,1,0,11,,,7652
37470,1005613,P00343042,F,36-45,0,C,3,1,5,18.0,,5165
37473,1001303,P00181542,M,26-35,19,A,4+,0,11,16.0,,6154
37474,1001088,P00160642,F,0-17,10,A,3,0,1,11.0,15.0,11790
37475,1003138,P00044442,M,36-45,17,C,2,1,1,16.0,,19179
37476,1003654,P00113642,M,26-35,17,B,3,1,8,,,10062
37478,1001795,P00117442,M,18-25,17,C,1,0,5,14.0,,8766
37479,1005722,P00008342,M,26-35,20,A,2,1,5,8.0,,1930
37480,1004447,P00185442,M,46-50,5,B,0,1,15,,,8825
37481,1004140,P00323942,M,26-35,0,B,4+,0,8,15.0,,9856
37482,1003308,P00032942,F,18-25,20,B,3,1,15,16.0,,21291
37483,1002230,P00247542,F,46-50,1,B,4+,1,8,16.0,,8026
37484,1003007,P00136542,M,36-45,0,C,1,1,5,8.0,,1943
37485,1005049,P00070942,M,26-35,12,B,0,0,3,5.0,16.0,13522
37486,1000439,P00210042,M,36-45,14,B,3,1,8,14.0,,4175
37487,1003026,P00132442,F,18-25,4,B,1,0,16,,,4165
37488,1004823,P00366442,M,18-25,4,B,0,1,8,12.0,,9998
37489,1001422,P00187242,M,36-45,17,B,3,0,4,5.0,,1403
37492,1004381,P00110842,M,26-35,4,B,3,1,1,2.0,5.0,19544
37493,1001298,P00102642,M,36-45,6,B,4+,0,4,8.0,9.0,3441
37494,1002026,P00087842,M,51-55,16,C,1,1,12,,,1068
37495,1005459,P00067942,F,0-17,10,C,0,0,5,14.0,,7026
37496,1005555,P00289942,M,0-17,10,B,2,0,3,4.0,5.0,13278
37500,1005794,P00178042,M,36-45,17,A,1,0,8,14.0,,6118
37502,1001122,P00111442,M,55+,14,C,0,1,8,,,5918
37503,1003167,P00115542,M,26-35,2,C,3,0,8,,,8130
37504,1003600,P00289942,M,36-45,20,B,4+,1,3,4.0,5.0,13426
37505,1003261,P00065242,M,46-50,20,B,1,1,2,3.0,4.0,3737
37506,1004832,P00054042,M,26-35,14,C,1,0,18,,,3123
37508,1000970,P00346442,M,26-35,0,B,4+,1,1,2.0,14.0,12079
37511,1002567,P00271042,M,26-35,0,C,1,0,6,16.0,,16291
37512,1004423,P00110742,M,18-25,4,C,1,0,1,2.0,8.0,19280
37513,1005950,P00331042,M,26-35,4,B,2,1,5,8.0,,6929
37514,1003140,P00120342,F,26-35,4,C,1,0,5,17.0,,5218
37517,1002749,P00358442,M,26-35,12,A,3,0,1,15.0,,15555
37518,1002625,P00120342,M,36-45,7,C,3,0,5,17.0,,5420
37519,1001206,P00345742,F,51-55,7,C,1,1,1,2.0,15.0,15562
37520,1001611,P00261342,M,26-35,0,B,1,0,1,17.0,,8002
37523,1001880,P00259942,M,36-45,0,B,3,1,16,,,12494
37524,1005954,P00227942,M,46-50,11,A,2,1,2,5.0,,10020
37525,1003620,P00147742,M,26-35,7,A,1,0,1,16.0,,11409
37527,1005038,P00115642,M,26-35,20,B,0,0,8,14.0,,6119
37528,1004725,P00075442,M,36-45,5,A,2,0,5,11.0,,5300
37529,1005761,P00081242,M,26-35,20,B,1,1,5,6.0,,1933
37530,1004808,P00050142,M,36-45,0,A,1,1,5,,,5275
37531,1005655,P00268442,F,26-35,6,C,0,0,8,17.0,,8007
37532,1001010,P00117242,M,26-35,0,A,1,0,8,17.0,,5844
37533,1000608,P00117442,M,18-25,4,C,3,1,5,14.0,,5151
37534,1001937,P00129442,M,26-35,11,C,4+,0,5,8.0,,6896
37535,1001447,P00004342,M,18-25,4,A,0,0,8,,,8027
37537,1004072,P00019342,M,51-55,6,B,4+,0,1,6.0,15.0,11611
37538,1001733,P00269942,M,18-25,14,B,0,1,1,2.0,,19085
37539,1005852,P00115942,F,26-35,1,A,0,1,8,17.0,,7983
37540,1000369,P00003442,M,36-45,1,B,2,0,4,5.0,8.0,2776
37541,1001211,P00101342,M,18-25,4,A,1,0,6,8.0,,20195
37542,1003311,P00028842,M,26-35,4,A,4+,0,6,8.0,,16380
37543,1002192,P00305142,F,26-35,0,B,2,0,1,,,15796
37544,1003262,P00036342,M,26-35,14,B,2,1,5,8.0,,7141
37545,1005135,P00113342,M,36-45,7,C,4+,0,1,8.0,17.0,19648
37546,1005880,P0098442,M,26-35,1,A,1,1,7,8.0,,4368
37548,1001449,P00195742,M,36-45,20,A,1,1,3,4.0,,11077
37549,1002215,P00108542,F,26-35,0,B,2,1,5,8.0,14.0,7090
37550,1002185,P00176942,M,46-50,17,C,2,1,5,,,8577
37551,1005424,P00361842,F,36-45,2,C,2,0,15,16.0,,12858
37552,1005401,P00080342,F,18-25,1,C,2,1,1,6.0,8.0,19362
37553,1000608,P00342142,M,18-25,4,C,3,1,11,15.0,16.0,4645
37554,1002122,P00111542,M,36-45,12,C,4+,1,2,17.0,,13184
37555,1005146,P00354642,M,55+,1,A,0,0,8,13.0,,8070
37557,1001727,P00034842,M,36-45,16,B,2,1,5,14.0,,6900
37558,1005423,P00089042,F,51-55,5,C,0,1,13,,,774
37559,1001966,P00173342,M,26-35,20,C,2,0,1,6.0,14.0,19268
37560,1004526,P00048842,M,26-35,20,B,2,1,8,,,10025
37562,1001209,P00114042,M,36-45,7,C,1,1,5,14.0,,6958
37563,1004549,P00251542,F,0-17,10,C,1,0,11,16.0,,4620
37564,1004807,P00209642,M,0-17,2,A,1,0,15,16.0,17.0,16843
37565,1002029,P00006842,F,26-35,12,A,0,0,5,,,8838
37566,1004661,P00119242,M,46-50,15,B,4+,1,18,,,3762
37567,1003688,P00059442,M,18-25,6,B,1,0,6,8.0,16.0,20095
37568,1000731,P00159442,M,46-50,3,A,0,1,5,8.0,,8732
37569,1004344,P00297942,M,26-35,1,A,4+,0,8,,,7997
37571,1004253,P00129642,M,46-50,11,B,0,0,5,,,6961
37572,1000184,P00288642,F,26-35,0,C,4+,1,16,,,20373
37574,1001717,P00065042,F,51-55,6,B,1,0,5,15.0,,8630
37575,1001015,P00277642,M,36-45,3,A,4+,1,2,3.0,10.0,12983
37576,1004370,P00289042,M,26-35,16,C,4+,0,8,,,7845
37577,1000329,P00004442,M,36-45,7,A,1,0,1,2.0,,4205
37578,1004579,P00115542,F,18-25,4,B,1,1,8,,,7947
37579,1005997,P00144642,F,26-35,7,A,3,0,1,15.0,16.0,19463
37580,1000330,P00080342,M,55+,7,C,2,0,1,6.0,8.0,19527
37581,1002254,P00273742,M,36-45,5,C,3,0,1,17.0,,19040
37582,1005643,P00357242,F,36-45,1,A,3,1,5,,,5469
37585,1000762,P00071442,M,0-17,10,C,2,0,15,17.0,,16797
37586,1002653,P00248142,M,26-35,7,A,0,0,5,,,8761
37587,1004139,P00078742,M,55+,14,B,1,1,5,8.0,14.0,8769
37588,1000949,P00117942,M,51-55,17,B,4+,1,5,15.0,,8602
37589,1002996,P00216342,M,18-25,0,B,1,0,3,4.0,5.0,13632
37590,1005126,P0009942,M,26-35,11,B,4+,0,5,,,5467
37591,1003192,P00112442,M,18-25,4,C,1,1,6,8.0,,20047
37592,1003285,P00265242,M,26-35,4,B,3,0,5,8.0,,8766
37594,1005090,P00192942,F,36-45,19,B,3,1,5,,,8672
37595,1005747,P00028442,M,26-35,0,B,4+,1,1,8.0,16.0,11474
37597,1000033,P00126142,M,46-50,3,A,1,1,8,16.0,,10074
37598,1005627,P00183242,M,26-35,0,A,4+,1,5,15.0,,5395
37599,1004238,P00070342,M,36-45,16,B,3,0,1,2.0,14.0,19383
37600,1001088,P00288042,F,0-17,10,A,3,0,8,,,9982
37602,1005604,P00014242,M,36-45,15,C,3,0,8,,,9947
37603,1002194,P00114342,M,26-35,17,C,3,0,1,8.0,17.0,15883
37604,1005143,P00230942,M,18-25,4,C,3,1,5,14.0,,5367
37605,1005242,P00323942,M,26-35,1,C,3,1,8,15.0,,7986
37606,1005891,P00250242,M,18-25,4,C,1,0,5,,,8787
37607,1002084,P00187842,M,18-25,4,C,2,0,1,16.0,,15323
37608,1001540,P00129642,M,46-50,0,A,4+,1,5,,,7179
37609,1001137,P00249542,M,18-25,4,B,4+,0,1,5.0,15.0,15637
37610,1001447,P00250842,M,18-25,4,A,0,0,8,,,9853
37611,1005056,P00313542,M,46-50,1,C,1,1,5,8.0,,8868
37612,1003778,P00024642,M,26-35,0,B,4+,1,5,14.0,,5149
37613,1004277,P00138442,M,36-45,16,A,0,0,1,2.0,16.0,15820
37614,1003621,P00183142,M,18-25,4,B,3,0,15,,,21397
37615,1003382,P00068242,F,0-17,10,A,2,0,2,4.0,,3650
37616,1001408,P00173842,M,26-35,0,B,1,1,1,2.0,15.0,7593
37618,1005386,P00002442,M,26-35,14,C,3,0,8,15.0,,8101
37619,1003261,P00307442,M,46-50,20,B,1,1,5,8.0,,1806
37620,1004720,P00354942,M,26-35,2,C,4+,0,8,,,9814
37621,1003512,P00116242,M,18-25,17,A,2,0,8,15.0,,8090
37622,1004897,P00181842,M,36-45,16,B,3,0,11,,,5888
37623,1004188,P00012242,M,51-55,7,C,3,0,2,4.0,9.0,10076
37624,1005053,P00355642,M,26-35,4,C,3,0,16,,,16138
37625,1004647,P00054842,M,36-45,20,B,1,1,16,,,16761
37626,1002402,P00182342,M,46-50,17,B,4+,0,1,5.0,6.0,12103
37628,1003767,P00014542,M,26-35,0,C,2,0,8,,,5869
37630,1002685,P00293742,M,46-50,7,C,2,1,8,,,4213
37631,1005759,P00174042,F,26-35,1,A,2,0,4,5.0,,2063
37632,1005971,P00154642,M,36-45,7,C,1,0,8,,,8002
37633,1001896,P00176042,M,55+,13,C,4+,1,8,17.0,,9767
37634,1005649,P00117942,F,18-25,4,B,1,0,5,15.0,,5447
37637,1005591,P00059442,M,18-25,0,B,4+,0,6,8.0,16.0,16643
37638,1004664,P00356742,F,46-50,7,A,4+,1,5,,,6959
37639,1004954,P00321742,M,46-50,0,C,3,1,5,8.0,17.0,5451
37640,1005645,P00319842,M,26-35,2,B,3,0,3,5.0,,10859
37641,1005075,P00034742,M,51-55,6,C,1,1,5,14.0,17.0,5304
37642,1003189,P00303342,M,26-35,16,A,1,0,1,16.0,,19614
37643,1004917,P00285342,M,46-50,0,C,0,1,5,8.0,,7051
37645,1005854,P00229742,M,46-50,7,B,0,1,1,16.0,,15475
37646,1005290,P00271942,F,18-25,4,B,0,1,5,8.0,,7159
37647,1000450,P00184942,M,46-50,1,C,1,1,1,8.0,17.0,15531
37648,1005445,P00115142,M,26-35,0,C,1,1,1,8.0,17.0,12076
37649,1001646,P00295742,M,26-35,20,B,1,1,8,,,6069
37650,1005136,P00010242,M,26-35,12,B,1,0,5,,,8610
37651,1000602,P00204342,F,55+,6,C,2,0,15,16.0,,4446
37652,1003768,P00147642,M,26-35,4,B,2,0,1,2.0,,7618
37653,1002934,P00173942,F,36-45,20,B,3,0,1,5.0,6.0,15778
37654,1000563,P0095542,M,26-35,4,A,3,0,2,4.0,9.0,13004
37655,1003942,P00117442,M,18-25,4,B,4+,0,5,14.0,,5463
37656,1002279,P00266442,M,51-55,7,B,2,1,5,,,3550
37657,1002063,P00344842,M,26-35,4,A,3,0,5,,,3582
37658,1000673,P00252142,M,26-35,20,A,4+,0,8,,,9795
37659,1001904,P00122442,M,18-25,1,B,4+,0,1,11.0,15.0,12046
37660,1000793,P00114542,F,36-45,14,C,1,0,5,,,5277
37661,1000284,P00263542,M,26-35,12,B,3,1,16,,,20653
37662,1000042,P00146042,M,26-35,8,C,0,1,1,13.0,15.0,11605
37663,1001150,P00219842,F,26-35,20,A,1,0,5,,,3732
37665,1005111,P00183142,M,36-45,2,B,1,1,15,,,16764
37666,1003729,P00044142,M,18-25,4,A,2,0,8,16.0,,9916
37667,1003224,P00116842,F,26-35,14,A,3,1,2,5.0,8.0,12709
37668,1000585,P00112542,M,18-25,1,A,1,0,1,11.0,15.0,15565
37669,1001835,P00081142,M,26-35,19,B,3,0,6,8.0,14.0,20092
37670,1004666,P00178242,M,36-45,1,A,1,1,8,,,8004
37671,1001721,P00039742,M,18-25,19,C,3,0,5,,,5218
37672,1003963,P00119142,M,51-55,20,A,2,0,3,4.0,12.0,10654
37673,1005787,P00128942,M,26-35,20,B,0,0,1,11.0,,15675
37674,1004320,P00057942,M,26-35,5,C,1,0,1,2.0,6.0,19175
37676,1002798,P00086042,M,36-45,20,B,1,0,8,14.0,17.0,10018
37677,1000242,P00303042,F,18-25,4,A,3,0,5,,,5464
37678,1005433,P00153842,F,36-45,17,B,3,1,8,14.0,16.0,4027
37679,1001696,P00359742,M,36-45,7,C,1,0,1,5.0,,15193
37680,1002379,P00034042,M,18-25,18,C,1,0,1,2.0,16.0,15391
37681,1003646,P00226342,M,36-45,20,C,0,1,11,15.0,,6066
37682,1005826,P00035942,M,18-25,4,A,2,1,1,5.0,18.0,7685
37685,1003889,P00084842,M,46-50,6,C,0,1,8,16.0,,7921
37686,1003319,P00253542,F,55+,13,B,1,1,8,,,8049
37687,1001606,P00183442,F,36-45,3,A,4+,0,1,2.0,,15539
37688,1003389,P00116842,M,18-25,0,A,0,0,2,5.0,8.0,9763
37689,1005102,P00105942,M,26-35,12,C,2,0,5,,,7057
37690,1004870,P00153742,F,36-45,3,C,1,1,8,,,8121
37691,1003401,P00044142,M,36-45,7,B,1,0,8,16.0,,6096
37692,1002208,P00270242,M,26-35,0,C,1,0,8,,,7963
37695,1001360,P00250842,M,26-35,20,C,1,1,8,,,5950
37696,1005256,P00117642,M,26-35,16,B,4+,1,10,16.0,,18799
37697,1005394,P00055442,M,18-25,0,A,2,0,8,,,5942
37698,1002572,P00002542,M,36-45,14,C,1,0,8,14.0,,9786
37699,1001141,P00192642,F,26-35,3,B,1,1,8,17.0,,4190
37700,1005872,P00270542,M,26-35,17,C,1,1,1,6.0,8.0,15265
37701,1004425,P00073642,M,36-45,7,B,1,0,8,,,8119
37702,1004060,P00344542,M,26-35,18,C,2,1,16,,,16657
37704,1001057,P00275842,M,46-50,17,B,1,1,2,9.0,15.0,9844
37705,1005659,P00234742,M,26-35,0,C,3,1,8,,,9735
37707,1000424,P0094942,M,26-35,17,A,3,0,4,8.0,,2067
37708,1003626,P00016742,M,26-35,17,B,3,0,1,15.0,16.0,7917
37709,1003032,P00137442,M,26-35,0,A,1,1,8,12.0,,9848
37711,1005925,P00277442,F,26-35,0,C,1,1,1,6.0,15.0,15819
37712,1002042,P00192942,M,0-17,10,C,4+,0,5,,,7099
37713,1003827,P00158542,M,51-55,2,C,1,1,5,6.0,13.0,8818
37714,1005226,P00352142,M,36-45,0,B,1,0,1,6.0,16.0,15486
37716,1003816,P00183742,F,26-35,3,A,1,1,4,5.0,18.0,2849
37718,1004455,P00298442,M,36-45,7,B,1,0,16,,,12483
37720,1005083,P0094242,M,26-35,4,B,4+,1,8,,,5868
37721,1003562,P00112542,F,26-35,6,B,4+,0,1,11.0,15.0,11975
37722,1002856,P00116142,M,36-45,11,A,2,0,10,13.0,16.0,18975
37724,1003808,P00128042,M,26-35,7,A,2,1,1,5.0,18.0,11897
37725,1004048,P00275142,F,36-45,1,B,1,0,5,8.0,,8688
37726,1001618,P00118142,M,51-55,0,C,4+,1,8,17.0,,7894
37727,1000601,P00053842,F,18-25,20,B,3,1,4,5.0,12.0,2812
37728,1005371,P00044442,M,26-35,11,A,0,0,1,16.0,,15190
37729,1003259,P00159442,F,18-25,4,A,2,0,5,8.0,,7028
